concept_id,term,term_type,context
C000133,"""Political science"" OR ""Political science research""",high_recall,Database-adaptable phrase expansion
C000133,Political science,broader,Disciplinary or overlay context
C000133,Political science literature,related,Literature-oriented retrieval expansion
C000134,Social work,search_phrase,Canonical concept phrase
C000134,"""Social work"" OR ""Social work research""",high_recall,Database-adaptable phrase expansion
C000134,Social work,broader,Disciplinary or overlay context
C000134,Social work literature,related,Literature-oriented retrieval expansion
C000135,Sociology,search_phrase,Canonical concept phrase
C000135,"""Sociology"" OR ""Sociology research""",high_recall,Database-adaptable phrase expansion
C000135,Sociology,broader,Disciplinary or overlay context
C000135,Sociology literature,related,Literature-oriented retrieval expansion
C000136,Other human society,search_phrase,Canonical concept phrase
C000136,"""Other human society"" OR ""Other human society research""",high_recall,Database-adaptable phrase expansion
C000136,Other human society,broader,Disciplinary or overlay context
C000136,Other human society literature,related,Literature-oriented retrieval expansion
C000137,"Aboriginal and Torres Strait Islander culture, language and history",search_phrase,Canonical concept phrase
C000137,"""Aboriginal and Torres Strait Islander culture, language and history"" OR ""Aboriginal and Torres Strait Islander culture, language and history research""",high_recall,Database-adaptable phrase expansion
C000137,"Aboriginal and Torres Strait Islander culture, language and history",broader,Disciplinary or overlay context
C000137,"Aboriginal and Torres Strait Islander culture, language and history literature",related,Literature-oriented retrieval expansion
C000138,Aboriginal and Torres Strait Islander education,search_phrase,Canonical concept phrase
C000138,"""Aboriginal and Torres Strait Islander education"" OR ""Aboriginal and Torres Strait Islander education research""",high_recall,Database-adaptable phrase expansion
C000138,Aboriginal and Torres Strait Islander education,broader,Disciplinary or overlay context
C000138,Aboriginal and Torres Strait Islander education literature,related,Literature-oriented retrieval expansion
C000139,Aboriginal and Torres Strait Islander environmental knowledges and management,search_phrase,Canonical concept phrase
C000139,"""Aboriginal and Torres Strait Islander environmental knowledges and management"" OR ""Aboriginal and Torres Strait Islander environmental knowledges and management research""",high_recall,Database-adaptable phrase expansion
C000139,Aboriginal and Torres Strait Islander environmental knowledges and management,broader,Disciplinary or overlay context
C000139,Aboriginal and Torres Strait Islander environmental knowledges and management literature,related,Literature-oriented retrieval expansion
C000140,Aboriginal and Torres Strait Islander health and wellbeing,search_phrase,Canonical concept phrase
C000140,"""Aboriginal and Torres Strait Islander health and wellbeing"" OR ""Aboriginal and Torres Strait Islander health and wellbeing research""",high_recall,Database-adaptable phrase expansion
C000140,Aboriginal and Torres Strait Islander health and wellbeing,broader,Disciplinary or overlay context
C000140,Aboriginal and Torres Strait Islander health and wellbeing literature,related,Literature-oriented retrieval expansion
C000141,"Aboriginal and Torres Strait Islander peoples, society and community",search_phrase,Canonical concept phrase
C000141,"""Aboriginal and Torres Strait Islander peoples, society and community"" OR ""Aboriginal and Torres Strait Islander peoples, society and community research""",high_recall,Database-adaptable phrase expansion
C000141,"Aboriginal and Torres Strait Islander peoples, society and community",broader,Disciplinary or overlay context
C000141,"Aboriginal and Torres Strait Islander peoples, society and community literature",related,Literature-oriented retrieval expansion
C000142,Aboriginal and Torres Strait Islander sciences,search_phrase,Canonical concept phrase
C000142,"""Aboriginal and Torres Strait Islander sciences"" OR ""Aboriginal and Torres Strait Islander sciences research""",high_recall,Database-adaptable phrase expansion
C000142,Aboriginal and Torres Strait Islander sciences,broader,Disciplinary or overlay context
C000142,Aboriginal and Torres Strait Islander sciences literature,related,Literature-oriented retrieval expansion
C000143,"Te ahurea, reo me te hītori o te Māori (Māori culture, language and history)",search_phrase,Canonical concept phrase
C000143,"""Te ahurea, reo me te hītori o te Māori (Māori culture, language and history)"" OR ""Te ahurea, reo me te hītori o te Māori (Māori culture, language and history) research""",high_recall,Database-adaptable phrase expansion
C000143,"Te ahurea, reo me te hītori o te Māori (Māori culture, language and history)",broader,Disciplinary or overlay context
C000143,"Te ahurea, reo me te hītori o te Māori (Māori culture, language and history) literature",related,Literature-oriented retrieval expansion
C000144,Mātauranga Māori (Māori education),search_phrase,Canonical concept phrase
C000144,"""Mātauranga Māori (Māori education)"" OR ""Mātauranga Māori (Māori education) research""",high_recall,Database-adaptable phrase expansion
C000144,Mātauranga Māori (Māori education),broader,Disciplinary or overlay context
C000144,Mātauranga Māori (Māori education) literature,related,Literature-oriented retrieval expansion
C000145,Ngā mātauranga taiao o te Māori (Māori environmental knowledges),search_phrase,Canonical concept phrase
C000145,"""Ngā mātauranga taiao o te Māori (Māori environmental knowledges)"" OR ""Ngā mātauranga taiao o te Māori (Māori environmental knowledges) research""",high_recall,Database-adaptable phrase expansion
C000145,Ngā mātauranga taiao o te Māori (Māori environmental knowledges),broader,Disciplinary or overlay context
C000145,Ngā mātauranga taiao o te Māori (Māori environmental knowledges) literature,related,Literature-oriented retrieval expansion
C000146,Te hauora me te oranga o te Māori (Māori health and wellbeing),search_phrase,Canonical concept phrase
C000146,"""Te hauora me te oranga o te Māori (Māori health and wellbeing)"" OR ""Te hauora me te oranga o te Māori (Māori health and wellbeing) research""",high_recall,Database-adaptable phrase expansion
C000146,Te hauora me te oranga o te Māori (Māori health and wellbeing),broader,Disciplinary or overlay context
C000146,Te hauora me te oranga o te Māori (Māori health and wellbeing) literature,related,Literature-oriented retrieval expansion
C000147,"Ngā tāngata, te porihanga me ngā hapori o te Māori (Māori peoples, society and community)",search_phrase,Canonical concept phrase
C000147,"""Ngā tāngata, te porihanga me ngā hapori o te Māori (Māori peoples, society and community)"" OR ""Ngā tāngata, te porihanga me ngā hapori o te Māori (Māori peoples, society and community) research""",high_recall,Database-adaptable phrase expansion
C000147,"Ngā tāngata, te porihanga me ngā hapori o te Māori (Māori peoples, society and community)",broader,Disciplinary or overlay context
C000147,"Ngā tāngata, te porihanga me ngā hapori o te Māori (Māori peoples, society and community) literature",related,Literature-oriented retrieval expansion
C000148,Ngā pūtaiao Māori (Māori sciences),search_phrase,Canonical concept phrase
C000148,"""Ngā pūtaiao Māori (Māori sciences)"" OR ""Ngā pūtaiao Māori (Māori sciences) research""",high_recall,Database-adaptable phrase expansion
C000148,Ngā pūtaiao Māori (Māori sciences),broader,Disciplinary or overlay context
C000148,Ngā pūtaiao Māori (Māori sciences) literature,related,Literature-oriented retrieval expansion
C000149,"Pacific Peoples culture, language and history",search_phrase,Canonical concept phrase
C000149,"""Pacific Peoples culture, language and history"" OR ""Pacific Peoples culture, language and history research""",high_recall,Database-adaptable phrase expansion
C000149,"Pacific Peoples culture, language and history",broader,Disciplinary or overlay context
C000149,"Pacific Peoples culture, language and history literature",related,Literature-oriented retrieval expansion
C000150,Pacific Peoples education,search_phrase,Canonical concept phrase
C000150,"""Pacific Peoples education"" OR ""Pacific Peoples education research""",high_recall,Database-adaptable phrase expansion
C000150,Pacific Peoples education,broader,Disciplinary or overlay context
C000150,Pacific Peoples education literature,related,Literature-oriented retrieval expansion
C000151,Pacific Peoples environmental knowledges,search_phrase,Canonical concept phrase
C000151,"""Pacific Peoples environmental knowledges"" OR ""Pacific Peoples environmental knowledges research""",high_recall,Database-adaptable phrase expansion
C000151,Pacific Peoples environmental knowledges,broader,Disciplinary or overlay context
C000151,Pacific Peoples environmental knowledges literature,related,Literature-oriented retrieval expansion
C000152,Pacific Peoples health and wellbeing,search_phrase,Canonical concept phrase
C000152,"""Pacific Peoples health and wellbeing"" OR ""Pacific Peoples health and wellbeing research""",high_recall,Database-adaptable phrase expansion
C000152,Pacific Peoples health and wellbeing,broader,Disciplinary or overlay context
C000152,Pacific Peoples health and wellbeing literature,related,Literature-oriented retrieval expansion
C000153,Pacific Peoples sciences,search_phrase,Canonical concept phrase
C000153,"""Pacific Peoples sciences"" OR ""Pacific Peoples sciences research""",high_recall,Database-adaptable phrase expansion
C000153,Pacific Peoples sciences,broader,Disciplinary or overlay context
C000153,Pacific Peoples sciences literature,related,Literature-oriented retrieval expansion
C000154,Pacific Peoples society and community,search_phrase,Canonical concept phrase
C000154,"""Pacific Peoples society and community"" OR ""Pacific Peoples society and community research""",high_recall,Database-adaptable phrase expansion
C000154,Pacific Peoples society and community,broader,Disciplinary or overlay context
C000154,Pacific Peoples society and community literature,related,Literature-oriented retrieval expansion
C000155,"Other Indigenous data, methodologies and global Indigenous studies",search_phrase,Canonical concept phrase
C000155,"""Other Indigenous data, methodologies and global Indigenous studies"" OR ""Other Indigenous data, methodologies and global Indigenous studies research""",high_recall,Database-adaptable phrase expansion
C000155,"Other Indigenous data, methodologies and global Indigenous studies",broader,Disciplinary or overlay context
C000155,"Other Indigenous data, methodologies and global Indigenous studies literature",related,Literature-oriented retrieval expansion
C000156,Other Indigenous studies,search_phrase,Canonical concept phrase
C000156,"""Other Indigenous studies"" OR ""Other Indigenous studies research""",high_recall,Database-adaptable phrase expansion
C000156,Other Indigenous studies,broader,Disciplinary or overlay context
C000156,Other Indigenous studies literature,related,Literature-oriented retrieval expansion
C000157,Applied computing,search_phrase,Canonical concept phrase
C000157,"""Applied computing"" OR ""Applied computing research""",high_recall,Database-adaptable phrase expansion
C000157,Applied computing,broader,Disciplinary or overlay context
C000157,Applied computing literature,related,Literature-oriented retrieval expansion
C000158,Artificial intelligence,search_phrase,Canonical concept phrase
C000158,"""Artificial intelligence"" OR ""Artificial intelligence research""",high_recall,Database-adaptable phrase expansion
C000158,Artificial intelligence,broader,Disciplinary or overlay context
C000158,Artificial intelligence literature,related,Literature-oriented retrieval expansion
C000159,Computer vision and multimedia computation,search_phrase,Canonical concept phrase
C000159,"""Computer vision and multimedia computation"" OR ""Computer vision and multimedia computation research""",high_recall,Database-adaptable phrase expansion
C000159,Computer vision and multimedia computation,broader,Disciplinary or overlay context
C000159,Computer vision and multimedia computation literature,related,Literature-oriented retrieval expansion
C000160,Cybersecurity and privacy,search_phrase,Canonical concept phrase
C000160,"""Cybersecurity and privacy"" OR ""Cybersecurity and privacy research""",high_recall,Database-adaptable phrase expansion
C000160,Cybersecurity and privacy,broader,Disciplinary or overlay context
C000160,Cybersecurity and privacy literature,related,Literature-oriented retrieval expansion
C000161,Data management and data science,search_phrase,Canonical concept phrase
C000161,"""Data management and data science"" OR ""Data management and data science research""",high_recall,Database-adaptable phrase expansion
C000161,Data management and data science,broader,Disciplinary or overlay context
C000161,Data management and data science literature,related,Literature-oriented retrieval expansion
C000162,Distributed computing and systems software,search_phrase,Canonical concept phrase
C000162,"""Distributed computing and systems software"" OR ""Distributed computing and systems software research""",high_recall,Database-adaptable phrase expansion
C000162,Distributed computing and systems software,broader,Disciplinary or overlay context
C000162,Distributed computing and systems software literature,related,Literature-oriented retrieval expansion
C000163,"Graphics, augmented reality and games",search_phrase,Canonical concept phrase
C000163,"""Graphics, augmented reality and games"" OR ""Graphics, augmented reality and games research""",high_recall,Database-adaptable phrase expansion
C000163,"Graphics, augmented reality and games",broader,Disciplinary or overlay context
C000163,"Graphics, augmented reality and games literature",related,Literature-oriented retrieval expansion
C000164,Human-centred computing,search_phrase,Canonical concept phrase
C000164,"""Human-centred computing"" OR ""Human-centred computing research""",high_recall,Database-adaptable phrase expansion
C000164,Human-centred computing,broader,Disciplinary or overlay context
C000164,Human-centred computing literature,related,Literature-oriented retrieval expansion
C000165,Information systems,search_phrase,Canonical concept phrase
C000165,"""Information systems"" OR ""Information systems research""",high_recall,Database-adaptable phrase expansion
C000165,Information systems,broader,Disciplinary or overlay context
C000165,Information systems literature,related,Literature-oriented retrieval expansion
C000166,Library and information studies,search_phrase,Canonical concept phrase
C000166,"""Library and information studies"" OR ""Library and information studies research""",high_recall,Database-adaptable phrase expansion
C000166,Library and information studies,broader,Disciplinary or overlay context
C000166,Library and information studies literature,related,Literature-oriented retrieval expansion
C000167,Machine learning,search_phrase,Canonical concept phrase
C000167,"""Machine learning"" OR ""Machine learning research""",high_recall,Database-adaptable phrase expansion
C000167,Machine learning,broader,Disciplinary or overlay context
C000167,Machine learning literature,related,Literature-oriented retrieval expansion
C000168,Software engineering,search_phrase,Canonical concept phrase
C000168,"""Software engineering"" OR ""Software engineering research""",high_recall,Database-adaptable phrase expansion
C000168,Software engineering,broader,Disciplinary or overlay context
C000168,Software engineering literature,related,Literature-oriented retrieval expansion
C000169,Theory of computation,search_phrase,Canonical concept phrase
C000169,"""Theory of computation"" OR ""Theory of computation research""",high_recall,Database-adaptable phrase expansion
C000169,Theory of computation,broader,Disciplinary or overlay context
C000169,Theory of computation literature,related,Literature-oriented retrieval expansion
C000170,Other information and computing sciences,search_phrase,Canonical concept phrase
C000170,"""Other information and computing sciences"" OR ""Other information and computing sciences research""",high_recall,Database-adaptable phrase expansion
C000170,Other information and computing sciences,broader,Disciplinary or overlay context
C000170,Other information and computing sciences literature,related,Literature-oriented retrieval expansion
C000171,Communication and media studies,search_phrase,Canonical concept phrase
C000171,"""Communication and media studies"" OR ""Communication and media studies research""",high_recall,Database-adaptable phrase expansion
C000171,Communication and media studies,broader,Disciplinary or overlay context
C000171,Communication and media studies literature,related,Literature-oriented retrieval expansion
C000172,Cultural studies,search_phrase,Canonical concept phrase
C000172,"""Cultural studies"" OR ""Cultural studies research""",high_recall,Database-adaptable phrase expansion
C000172,Cultural studies,broader,Disciplinary or overlay context
C000172,Cultural studies literature,related,Literature-oriented retrieval expansion
C000173,Language studies,search_phrase,Canonical concept phrase
C000173,"""Language studies"" OR ""Language studies research""",high_recall,Database-adaptable phrase expansion
C000173,Language studies,broader,Disciplinary or overlay context
C000173,Language studies literature,related,Literature-oriented retrieval expansion
C000174,Linguistics,search_phrase,Canonical concept phrase
C000174,"""Linguistics"" OR ""Linguistics research""",high_recall,Database-adaptable phrase expansion
C000174,Linguistics,broader,Disciplinary or overlay context
C000174,Linguistics literature,related,Literature-oriented retrieval expansion
C000175,Literary studies,search_phrase,Canonical concept phrase
C000175,"""Literary studies"" OR ""Literary studies research""",high_recall,Database-adaptable phrase expansion
C000175,Literary studies,broader,Disciplinary or overlay context
C000175,Literary studies literature,related,Literature-oriented retrieval expansion
C000176,"Other language, communication and culture",search_phrase,Canonical concept phrase
C000176,"""Other language, communication and culture"" OR ""Other language, communication and culture research""",high_recall,Database-adaptable phrase expansion
C000176,"Other language, communication and culture",broader,Disciplinary or overlay context
C000176,"Other language, communication and culture literature",related,Literature-oriented retrieval expansion
C000177,Commercial law,search_phrase,Canonical concept phrase
C000177,"""Commercial law"" OR ""Commercial law research""",high_recall,Database-adaptable phrase expansion
C000177,Commercial law,broader,Disciplinary or overlay context
C000177,Commercial law literature,related,Literature-oriented retrieval expansion
C000178,Environmental and resources law,search_phrase,Canonical concept phrase
C000178,"""Environmental and resources law"" OR ""Environmental and resources law research""",high_recall,Database-adaptable phrase expansion
C000178,Environmental and resources law,broader,Disciplinary or overlay context
C000178,Environmental and resources law literature,related,Literature-oriented retrieval expansion
C000179,International and comparative law,search_phrase,Canonical concept phrase
C000179,"""International and comparative law"" OR ""International and comparative law research""",high_recall,Database-adaptable phrase expansion
C000179,International and comparative law,broader,Disciplinary or overlay context
C000179,International and comparative law literature,related,Literature-oriented retrieval expansion
C000180,Law in context,search_phrase,Canonical concept phrase
C000180,"""Law in context"" OR ""Law in context research""",high_recall,Database-adaptable phrase expansion
C000180,Law in context,broader,Disciplinary or overlay context
C000180,Law in context literature,related,Literature-oriented retrieval expansion
C000181,Legal systems,search_phrase,Canonical concept phrase
C000181,"""Legal systems"" OR ""Legal systems research""",high_recall,Database-adaptable phrase expansion
C000181,Legal systems,broader,Disciplinary or overlay context
C000181,Legal systems literature,related,Literature-oriented retrieval expansion
C000182,Private law and civil obligations,search_phrase,Canonical concept phrase
C000182,"""Private law and civil obligations"" OR ""Private law and civil obligations research""",high_recall,Database-adaptable phrase expansion
C000182,Private law and civil obligations,broader,Disciplinary or overlay context
C000182,Private law and civil obligations literature,related,Literature-oriented retrieval expansion
C000183,Public law,search_phrase,Canonical concept phrase
C000183,"""Public law"" OR ""Public law research""",high_recall,Database-adaptable phrase expansion
C000183,Public law,broader,Disciplinary or overlay context
C000183,Public law literature,related,Literature-oriented retrieval expansion
C000184,Other law and legal studies,search_phrase,Canonical concept phrase
C000184,"""Other law and legal studies"" OR ""Other law and legal studies research""",high_recall,Database-adaptable phrase expansion
C000184,Other law and legal studies,broader,Disciplinary or overlay context
C000184,Other law and legal studies literature,related,Literature-oriented retrieval expansion
C000185,Applied mathematics,search_phrase,Canonical concept phrase
C000185,"""Applied mathematics"" OR ""Applied mathematics research""",high_recall,Database-adaptable phrase expansion
C000185,Applied mathematics,broader,Disciplinary or overlay context
C000185,Applied mathematics literature,related,Literature-oriented retrieval expansion
C000186,Mathematical physics,search_phrase,Canonical concept phrase
C000186,"""Mathematical physics"" OR ""Mathematical physics research""",high_recall,Database-adaptable phrase expansion
C000186,Mathematical physics,broader,Disciplinary or overlay context
C000186,Mathematical physics literature,related,Literature-oriented retrieval expansion
C000187,Numerical and computational mathematics,search_phrase,Canonical concept phrase
C000187,"""Numerical and computational mathematics"" OR ""Numerical and computational mathematics research""",high_recall,Database-adaptable phrase expansion
C000187,Numerical and computational mathematics,broader,Disciplinary or overlay context
C000187,Numerical and computational mathematics literature,related,Literature-oriented retrieval expansion
C000188,Pure mathematics,search_phrase,Canonical concept phrase
C000188,"""Pure mathematics"" OR ""Pure mathematics research""",high_recall,Database-adaptable phrase expansion
C000188,Pure mathematics,broader,Disciplinary or overlay context
C000188,Pure mathematics literature,related,Literature-oriented retrieval expansion
C000189,Statistics,search_phrase,Canonical concept phrase
C000189,"""Statistics"" OR ""Statistics research""",high_recall,Database-adaptable phrase expansion
C000189,Statistics,broader,Disciplinary or overlay context
C000189,Statistics literature,related,Literature-oriented retrieval expansion
C000190,Other mathematical sciences,search_phrase,Canonical concept phrase
C000190,"""Other mathematical sciences"" OR ""Other mathematical sciences research""",high_recall,Database-adaptable phrase expansion
C000190,Other mathematical sciences,broader,Disciplinary or overlay context
C000190,Other mathematical sciences literature,related,Literature-oriented retrieval expansion
C000191,Applied ethics,search_phrase,Canonical concept phrase
C000191,"""Applied ethics"" OR ""Applied ethics research""",high_recall,Database-adaptable phrase expansion
C000191,Applied ethics,broader,Disciplinary or overlay context
C000191,Applied ethics literature,related,Literature-oriented retrieval expansion
C000192,History and philosophy of specific fields,search_phrase,Canonical concept phrase
C000192,"""History and philosophy of specific fields"" OR ""History and philosophy of specific fields research""",high_recall,Database-adaptable phrase expansion
C000192,History and philosophy of specific fields,broader,Disciplinary or overlay context
C000192,History and philosophy of specific fields literature,related,Literature-oriented retrieval expansion
C000193,Philosophy,search_phrase,Canonical concept phrase
C000193,"""Philosophy"" OR ""Philosophy research""",high_recall,Database-adaptable phrase expansion
C000193,Philosophy,broader,Disciplinary or overlay context
C000193,Philosophy literature,related,Literature-oriented retrieval expansion
C000194,Religious studies,search_phrase,Canonical concept phrase
C000194,"""Religious studies"" OR ""Religious studies research""",high_recall,Database-adaptable phrase expansion
C000194,Religious studies,broader,Disciplinary or overlay context
C000194,Religious studies literature,related,Literature-oriented retrieval expansion
C000195,Theology,search_phrase,Canonical concept phrase
C000195,"""Theology"" OR ""Theology research""",high_recall,Database-adaptable phrase expansion
C000195,Theology,broader,Disciplinary or overlay context
C000195,Theology literature,related,Literature-oriented retrieval expansion
C000196,Other philosophy and religious studies,search_phrase,Canonical concept phrase
C000196,"""Other philosophy and religious studies"" OR ""Other philosophy and religious studies research""",high_recall,Database-adaptable phrase expansion
C000196,Other philosophy and religious studies,broader,Disciplinary or overlay context
C000196,Other philosophy and religious studies literature,related,Literature-oriented retrieval expansion
C000197,Astronomical sciences,search_phrase,Canonical concept phrase
C000197,"""Astronomical sciences"" OR ""Astronomical sciences research""",high_recall,Database-adaptable phrase expansion
C000197,Astronomical sciences,broader,Disciplinary or overlay context
C000197,Astronomical sciences literature,related,Literature-oriented retrieval expansion
C000198,"Atomic, molecular and optical physics",search_phrase,Canonical concept phrase
C000198,"""Atomic, molecular and optical physics"" OR ""Atomic, molecular and optical physics research""",high_recall,Database-adaptable phrase expansion
C000198,"Atomic, molecular and optical physics",broader,Disciplinary or overlay context
C000198,"Atomic, molecular and optical physics literature",related,Literature-oriented retrieval expansion
C000199,Classical physics,search_phrase,Canonical concept phrase
C000199,"""Classical physics"" OR ""Classical physics research""",high_recall,Database-adaptable phrase expansion
C000199,Classical physics,broader,Disciplinary or overlay context
C000199,Classical physics literature,related,Literature-oriented retrieval expansion
C000200,Condensed matter physics,search_phrase,Canonical concept phrase
C000200,"""Condensed matter physics"" OR ""Condensed matter physics research""",high_recall,Database-adaptable phrase expansion
C000200,Condensed matter physics,broader,Disciplinary or overlay context
C000200,Condensed matter physics literature,related,Literature-oriented retrieval expansion
C000201,Medical and biological physics,search_phrase,Canonical concept phrase
C000201,"""Medical and biological physics"" OR ""Medical and biological physics research""",high_recall,Database-adaptable phrase expansion
C000201,Medical and biological physics,broader,Disciplinary or overlay context
C000201,Medical and biological physics literature,related,Literature-oriented retrieval expansion
C000202,Nuclear and plasma physics,search_phrase,Canonical concept phrase
C000202,"""Nuclear and plasma physics"" OR ""Nuclear and plasma physics research""",high_recall,Database-adaptable phrase expansion
C000202,Nuclear and plasma physics,broader,Disciplinary or overlay context
C000202,Nuclear and plasma physics literature,related,Literature-oriented retrieval expansion
C000203,Particle and high energy physics,search_phrase,Canonical concept phrase
C000203,"""Particle and high energy physics"" OR ""Particle and high energy physics research""",high_recall,Database-adaptable phrase expansion
C000203,Particle and high energy physics,broader,Disciplinary or overlay context
C000203,Particle and high energy physics literature,related,Literature-oriented retrieval expansion
C000204,Quantum physics,search_phrase,Canonical concept phrase
C000204,"""Quantum physics"" OR ""Quantum physics research""",high_recall,Database-adaptable phrase expansion
C000204,Quantum physics,broader,Disciplinary or overlay context
C000204,Quantum physics literature,related,Literature-oriented retrieval expansion
C000205,Space sciences,search_phrase,Canonical concept phrase
C000205,"""Space sciences"" OR ""Space sciences research""",high_recall,Database-adaptable phrase expansion
C000205,Space sciences,broader,Disciplinary or overlay context
C000205,Space sciences literature,related,Literature-oriented retrieval expansion
C000206,Synchrotrons and accelerators,search_phrase,Canonical concept phrase
C000206,"""Synchrotrons and accelerators"" OR ""Synchrotrons and accelerators research""",high_recall,Database-adaptable phrase expansion
C000206,Synchrotrons and accelerators,broader,Disciplinary or overlay context
C000206,Synchrotrons and accelerators literature,related,Literature-oriented retrieval expansion
C000207,Other physical sciences,search_phrase,Canonical concept phrase
C000207,"""Other physical sciences"" OR ""Other physical sciences research""",high_recall,Database-adaptable phrase expansion
C000207,Other physical sciences,broader,Disciplinary or overlay context
C000207,Other physical sciences literature,related,Literature-oriented retrieval expansion
C000208,Applied and developmental psychology,search_phrase,Canonical concept phrase
C000208,"""Applied and developmental psychology"" OR ""Applied and developmental psychology research""",high_recall,Database-adaptable phrase expansion
C000208,Applied and developmental psychology,broader,Disciplinary or overlay context
C000208,Applied and developmental psychology literature,related,Literature-oriented retrieval expansion
C000209,Biological psychology,search_phrase,Canonical concept phrase
C000209,"""Biological psychology"" OR ""Biological psychology research""",high_recall,Database-adaptable phrase expansion
C000209,Biological psychology,broader,Disciplinary or overlay context
C000209,Biological psychology literature,related,Literature-oriented retrieval expansion
C000210,Clinical and health psychology,search_phrase,Canonical concept phrase
C000210,"""Clinical and health psychology"" OR ""Clinical and health psychology research""",high_recall,Database-adaptable phrase expansion
C000210,Clinical and health psychology,broader,Disciplinary or overlay context
C000210,Clinical and health psychology literature,related,Literature-oriented retrieval expansion
C000211,Cognitive and computational psychology,search_phrase,Canonical concept phrase
C000211,"""Cognitive and computational psychology"" OR ""Cognitive and computational psychology research""",high_recall,Database-adaptable phrase expansion
C000211,Cognitive and computational psychology,broader,Disciplinary or overlay context
C000211,Cognitive and computational psychology literature,related,Literature-oriented retrieval expansion
C000212,Social and personality psychology,search_phrase,Canonical concept phrase
C000212,"""Social and personality psychology"" OR ""Social and personality psychology research""",high_recall,Database-adaptable phrase expansion
C000212,Social and personality psychology,broader,Disciplinary or overlay context
C000212,Social and personality psychology literature,related,Literature-oriented retrieval expansion
C000213,Other psychology,search_phrase,Canonical concept phrase
C000213,"""Other psychology"" OR ""Other psychology research""",high_recall,Database-adaptable phrase expansion
C000213,Other psychology,broader,Disciplinary or overlay context
C000213,Other psychology literature,related,Literature-oriented retrieval expansion
C000214,Agricultural biotechnology diagnostics (incl. biosensors),search_phrase,Canonical concept phrase
C000214,"""Agricultural biotechnology diagnostics (incl. biosensors)"" OR ""Agricultural biotechnology diagnostics (incl. biosensors) research""",high_recall,Database-adaptable phrase expansion
C000214,Agricultural biotechnology diagnostics (incl. biosensors),broader,Disciplinary or overlay context
C000214,Agricultural biotechnology diagnostics (incl. biosensors) literature,related,Literature-oriented retrieval expansion
C000215,Analytical biochemistry,search_phrase,Canonical concept phrase
C000215,"""Analytical biochemistry"" OR ""Analytical biochemistry research""",high_recall,Database-adaptable phrase expansion
C000215,Analytical biochemistry,broader,Disciplinary or overlay context
C000215,Analytical biochemistry literature,related,Literature-oriented retrieval expansion
C000216,Cardiology (incl. cardiovascular diseases),search_phrase,Canonical concept phrase
C000216,"""Cardiology (incl. cardiovascular diseases)"" OR ""Cardiology (incl. cardiovascular diseases) research""",high_recall,Database-adaptable phrase expansion
C000216,Cardiology (incl. cardiovascular diseases),broader,Disciplinary or overlay context
C000216,Cardiology (incl. cardiovascular diseases) literature,related,Literature-oriented retrieval expansion
C000217,Architectural computing and visualisation methods,search_phrase,Canonical concept phrase
C000217,"""Architectural computing and visualisation methods"" OR ""Architectural computing and visualisation methods research""",high_recall,Database-adaptable phrase expansion
C000217,Architectural computing and visualisation methods,broader,Disciplinary or overlay context
C000217,Architectural computing and visualisation methods literature,related,Literature-oriented retrieval expansion
C000218,Analytical spectrometry,search_phrase,Canonical concept phrase
C000218,"""Analytical spectrometry"" OR ""Analytical spectrometry research""",high_recall,Database-adaptable phrase expansion
C000218,Analytical spectrometry,broader,Disciplinary or overlay context
C000218,Analytical spectrometry literature,related,Literature-oriented retrieval expansion
C000219,Accounting theory and standards,search_phrase,Canonical concept phrase
C000219,"""Accounting theory and standards"" OR ""Accounting theory and standards research""",high_recall,Database-adaptable phrase expansion
C000219,Accounting theory and standards,broader,Disciplinary or overlay context
C000219,Accounting theory and standards literature,related,Literature-oriented retrieval expansion
C000220,Art criticism,search_phrase,Canonical concept phrase
C000220,"""Art criticism"" OR ""Art criticism research""",high_recall,Database-adaptable phrase expansion
C000220,Art criticism,broader,Disciplinary or overlay context
C000220,Art criticism literature,related,Literature-oriented retrieval expansion
C000221,Adverse weather events,search_phrase,Canonical concept phrase
C000221,"""Adverse weather events"" OR ""Adverse weather events research""",high_recall,Database-adaptable phrase expansion
C000221,Adverse weather events,broader,Disciplinary or overlay context
C000221,Adverse weather events literature,related,Literature-oriented retrieval expansion
C000222,Agricultural economics,search_phrase,Canonical concept phrase
C000222,"""Agricultural economics"" OR ""Agricultural economics research""",high_recall,Database-adaptable phrase expansion
C000222,Agricultural economics,broader,Disciplinary or overlay context
C000222,Agricultural economics literature,related,Literature-oriented retrieval expansion
C000223,"Creative arts, media and communication curriculum and pedagogy",search_phrase,Canonical concept phrase
C000223,"""Creative arts, media and communication curriculum and pedagogy"" OR ""Creative arts, media and communication curriculum and pedagogy research""",high_recall,Database-adaptable phrase expansion
C000223,"Creative arts, media and communication curriculum and pedagogy",broader,Disciplinary or overlay context
C000223,"Creative arts, media and communication curriculum and pedagogy literature",related,Literature-oriented retrieval expansion
C000224,Aerospace materials,search_phrase,Canonical concept phrase
C000224,"""Aerospace materials"" OR ""Aerospace materials research""",high_recall,Database-adaptable phrase expansion
C000224,Aerospace materials,broader,Disciplinary or overlay context
C000224,Aerospace materials literature,related,Literature-oriented retrieval expansion
C000225,Carbon sequestration science,search_phrase,Canonical concept phrase
C000225,"""Carbon sequestration science"" OR ""Carbon sequestration science research""",high_recall,Database-adaptable phrase expansion
